"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,52.4410542793101,52.5633510544071,52.2992020798815,31064,"MG","ARACUAI","Região Sudeste"
"2",2025-03-01,52.6487609703072,52.8946096336608,52.3643181126744,31064,"MG","ARACUAI","Região Sudeste"
"3",2025-04-01,52.8787219496254,53.2495377334623,52.4507733837925,31064,"MG","ARACUAI","Região Sudeste"
"4",2025-05-01,53.1012648328366,53.5983460656564,52.5290396304153,31064,"MG","ARACUAI","Região Sudeste"
"5",2025-06-01,53.3312258121548,53.9559966917781,52.6138169884516,31064,"MG","ARACUAI","Região Sudeste"
"6",2025-07-01,53.5537686953659,54.3075014574497,52.6904528396936,31064,"MG","ARACUAI","Região Sudeste"
"7",2025-08-01,53.7837296746841,54.6678922968443,52.7735678914932,31064,"MG","ARACUAI","Região Sudeste"
"8",2025-09-01,54.0136906540023,55.0296687005227,52.8558477608372,31064,"MG","ARACUAI","Região Sudeste"
"9",2025-10-01,54.2362335372135,55.3852599181396,52.9300569125298,31064,"MG","ARACUAI","Região Sudeste"
"10",2025-11-01,54.4661945165316,55.7498033051698,53.0106977149888,31064,"MG","ARACUAI","Região Sudeste"
"11",2025-12-01,54.6887373997428,56.1081351369181,53.083314634268,31064,"MG","ARACUAI","Região Sudeste"
"12",2026-01-01,54.918698379061,56.4754634601176,53.1623316788163,31064,"MG","ARACUAI","Região Sudeste"
"13",2026-02-01,55.1486593583792,56.8441999122184,53.2405328364501,31064,"MG","ARACUAI","Região Sudeste"
"14",2026-03-01,55.3563660493763,57.1913570743804,53.2964957607595,31064,"MG","ARACUAI","Região Sudeste"
"15",2026-04-01,55.5863270286945,57.5628698887311,53.3731345945339,31064,"MG","ARACUAI","Região Sudeste"
"16",2026-05-01,55.8088699119056,57.9281046738396,53.4418653729391,31064,"MG","ARACUAI","Região Sudeste"
"17",2026-06-01,56.0388308912238,58.3024476521211,53.5169180520819,31064,"MG","ARACUAI","Região Sudeste"
"18",2026-07-01,56.261373774435,58.670485839713,53.5841085708316,31064,"MG","ARACUAI","Região Sudeste"
"19",2026-08-01,56.4913347537532,59.0476773124947,53.6575899972384,31064,"MG","ARACUAI","Região Sudeste"
"20",2026-09-01,56.7212957330713,59.4263089818983,53.7302818199671,31064,"MG","ARACUAI","Região Sudeste"
"21",2026-10-01,56.9438386162825,59.7985955274344,53.7951798539892,31064,"MG","ARACUAI","Região Sudeste"
"22",2026-11-01,57.1737995956007,60.180103434882,53.8663226134589,31064,"MG","ARACUAI","Região Sudeste"
"23",2026-12-01,57.3963424788119,60.5552391736349,53.9297168192056,31064,"MG","ARACUAI","Região Sudeste"
"24",2027-01-01,57.62630345813,60.9396419247635,53.9993251317364,31064,"MG","ARACUAI","Região Sudeste"
"25",2027-02-01,57.8562644374482,61.3255082566604,54.0681622652155,31064,"MG","ARACUAI","Região Sudeste"
"26",2027-03-01,58.0639711284453,61.6891991687431,54.1154909355467,31064,"MG","ARACUAI","Região Sudeste"
"27",2027-04-01,58.2939321077635,62.0779517444943,54.1828527888756,31064,"MG","ARACUAI","Região Sudeste"
"28",2027-05-01,58.5164749909747,62.460263974429,54.2425779602123,31064,"MG","ARACUAI","Região Sudeste"
"29",2027-06-01,58.7464359702929,62.8519582664186,54.3084412644326,31064,"MG","ARACUAI","Região Sudeste"
"30",2027-07-01,58.968978853504,63.2371847656008,54.3667122141044,31064,"MG","ARACUAI","Região Sudeste"
