"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,177.575492564791,177.989612959115,177.095153743783,31022,"MG","OURO PRETO","Região Sudeste"
"2",2025-03-01,178.826703268295,179.661752472876,177.860565080781,31022,"MG","OURO PRETO","Região Sudeste"
"3",2025-04-01,180.21197226146,181.475721483965,178.753513126448,31022,"MG","OURO PRETO","Região Sudeste"
"4",2025-05-01,181.552555158071,183.252069627711,179.596124403503,31022,"MG","OURO PRETO","Região Sudeste"
"5",2025-06-01,182.937824151236,185.080925562667,180.476954234287,31022,"MG","OURO PRETO","Região Sudeste"
"6",2025-07-01,184.278407047848,186.871999919465,181.30773897839,31022,"MG","OURO PRETO","Região Sudeste"
"7",2025-08-01,185.663676041013,188.715842256358,182.17655547132,31022,"MG","OURO PRETO","Região Sudeste"
"8",2025-09-01,187.048945034178,190.567268249617,183.039345077952,31022,"MG","OURO PRETO","Região Sudeste"
"9",2025-10-01,188.389527930789,192.38067044503,183.852524129639,31022,"MG","OURO PRETO","Região Sudeste"
"10",2025-11-01,189.774796923954,194.247233439042,184.703456574438,31022,"MG","OURO PRETO","Região Sudeste"
"11",2025-12-01,191.115379820565,196.075610218168,185.505065957336,31022,"MG","OURO PRETO","Região Sudeste"
"12",2026-01-01,192.50064881373,197.957411209764,186.344244176856,31022,"MG","OURO PRETO","Região Sudeste"
"13",2026-02-01,193.885917806895,199.846922848262,187.177525140597,31022,"MG","OURO PRETO","Região Sudeste"
"14",2026-03-01,195.137128510399,201.605668716638,187.875864776685,31022,"MG","OURO PRETO","Região Sudeste"
"15",2026-04-01,196.522397503564,203.510355916834,188.697777555686,31022,"MG","OURO PRETO","Região Sudeste"
"16",2026-05-01,197.862980400175,205.37644746779,189.471078298593,31022,"MG","OURO PRETO","Região Sudeste"
"17",2026-06-01,199.24824939334,207.296627093826,190.281489910135,31022,"MG","OURO PRETO","Região Sudeste"
"18",2026-07-01,200.588832289952,209.178046232135,191.043571218397,31022,"MG","OURO PRETO","Região Sudeste"
"19",2026-08-01,201.974101283117,211.113821438858,191.842581945546,31022,"MG","OURO PRETO","Região Sudeste"
"20",2026-09-01,203.359370276281,213.057487778025,192.63587219685,31022,"MG","OURO PRETO","Região Sudeste"
"21",2026-10-01,204.699953172893,214.962145189321,193.381251854879,31022,"MG","OURO PRETO","Região Sudeste"
"22",2026-11-01,206.085222166058,216.921563269836,194.163290555862,31022,"MG","OURO PRETO","Região Sudeste"
"23",2026-12-01,207.425805062669,218.841805834414,194.897696349815,31022,"MG","OURO PRETO","Região Sudeste"
"24",2027-01-01,208.811074055834,220.817080382978,195.668581921808,31022,"MG","OURO PRETO","Região Sudeste"
"25",2027-02-01,210.196343048999,222.800377737968,196.433870973738,31022,"MG","OURO PRETO","Região Sudeste"
"26",2027-03-01,211.447553752503,224.649296348101,197.068646116618,31022,"MG","OURO PRETO","Região Sudeste"
"27",2027-04-01,212.832822745668,226.648387273407,197.82315391165,31022,"MG","OURO PRETO","Região Sudeste"
"28",2027-05-01,214.173405642279,228.60788273358,198.530715569373,31022,"MG","OURO PRETO","Região Sudeste"
"29",2027-06-01,215.558674635444,230.623093952501,199.274312171003,31022,"MG","OURO PRETO","Região Sudeste"
"30",2027-07-01,216.899257532055,232.598540635255,199.97123475706,31022,"MG","OURO PRETO","Região Sudeste"
"31",2027-08-01,218.28452652522,234.629979107932,200.704016040967,31022,"MG","OURO PRETO","Região Sudeste"
"32",2027-09-01,219.669795518385,236.669627527263,201.43136982501,31022,"MG","OURO PRETO","Região Sudeste"
"33",2027-10-01,221.010378414997,238.6692565918,202.112454985354,31022,"MG","OURO PRETO","Região Sudeste"
"34",2027-11-01,222.395647408162,240.725294181701,202.829136221687,31022,"MG","OURO PRETO","Região Sudeste"
"35",2027-12-01,223.736230304773,242.741141551755,203.499817046986,31022,"MG","OURO PRETO","Região Sudeste"
"36",2028-01-01,225.121499297938,244.813676899101,204.205919825238,31022,"MG","OURO PRETO","Região Sudeste"
"37",2028-02-01,226.506768291103,246.894558714007,204.90671361506,31022,"MG","OURO PRETO","Região Sudeste"
"38",2028-03-01,227.802665091161,248.886170919638,205.521591152944,31022,"MG","OURO PRETO","Região Sudeste"
"39",2028-04-01,229.187934084326,250.983601012935,206.212055647209,31022,"MG","OURO PRETO","Região Sudeste"
"40",2028-05-01,230.528516980937,253.040410420741,206.8571833633,31022,"MG","OURO PRETO","Região Sudeste"
"41",2028-06-01,231.913785974102,255.154612354347,207.537301254592,31022,"MG","OURO PRETO","Região Sudeste"
"42",2028-07-01,233.254368870713,257.228020192616,208.172345203366,31022,"MG","OURO PRETO","Região Sudeste"
"43",2028-08-01,234.639637863878,259.359104867297,208.842208136129,31022,"MG","OURO PRETO","Região Sudeste"
"44",2028-09-01,236.024906857043,261.498730304711,209.506923948254,31022,"MG","OURO PRETO","Região Sudeste"
"45",2028-10-01,237.365489753654,263.59730028956,210.126957375771,31022,"MG","OURO PRETO","Região Sudeste"
"46",2028-11-01,238.750758746819,265.753976345614,210.781554697694,31022,"MG","OURO PRETO","Região Sudeste"
"47",2028-12-01,240.091341643431,267.869421699702,211.391728694459,31022,"MG","OURO PRETO","Região Sudeste"
"48",2029-01-01,241.476610636596,270.043260958653,212.036297457368,31022,"MG","OURO PRETO","Região Sudeste"
"49",2029-02-01,242.861879629761,272.225782520292,212.675832384248,31022,"MG","OURO PRETO","Região Sudeste"
"50",2029-03-01,244.113090333265,274.266397636308,213.193277771351,31022,"MG","OURO PRETO","Região Sudeste"
"51",2029-04-01,245.49835932643,276.466018656898,213.823129185738,31022,"MG","OURO PRETO","Região Sudeste"
"52",2029-05-01,246.838942223041,278.623967191724,214.409197973433,31022,"MG","OURO PRETO","Região Sudeste"
"53",2029-06-01,248.224211216206,280.841035037762,215.029241852315,31022,"MG","OURO PRETO","Região Sudeste"
"54",2029-07-01,249.564794112817,283.016252537975,215.605756971262,31022,"MG","OURO PRETO","Região Sudeste"
"55",2029-08-01,250.950063105982,285.250882185757,216.216080903512,31022,"MG","OURO PRETO","Região Sudeste"
"56",2029-09-01,252.335332099147,287.494395294856,216.821525429376,31022,"MG","OURO PRETO","Região Sudeste"
"57",2029-10-01,253.675914995758,289.695789994439,217.383819391767,31022,"MG","OURO PRETO","Região Sudeste"
"58",2029-11-01,255.061183988923,291.95703894758,217.979674399276,31022,"MG","OURO PRETO","Região Sudeste"
"59",2029-12-01,256.401766885535,294.175989744895,218.532629062205,31022,"MG","OURO PRETO","Região Sudeste"
"60",2030-01-01,257.7870358787,296.455091260503,219.118980496894,31022,"MG","OURO PRETO","Região Sudeste"
"61",2030-02-01,259.172304871865,298.743222968049,219.70056079989,31022,"MG","OURO PRETO","Região Sudeste"
