"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,266.805935812209,267.428148808782,266.084230092603,26008,"PE","PALMARES","Região Nordeste"
"2",2025-03-01,267.566437065569,268.815865346473,266.120869106078,26008,"PE","PALMARES","Região Nordeste"
"3",2025-04-01,268.408420596074,270.290653660757,266.236185821546,26008,"PE","PALMARES","Região Nordeste"
"4",2025-05-01,269.22324336753,271.743443632781,266.322063416027,26008,"PE","PALMARES","Região Nordeste"
"5",2025-06-01,270.065226898036,273.229018594087,266.432323776055,26008,"PE","PALMARES","Região Nordeste"
"6",2025-07-01,270.880049669492,274.692501584729,266.513316056491,26008,"PE","PALMARES","Região Nordeste"
"7",2025-08-01,271.722033199997,276.18893177371,266.618571330584,26008,"PE","PALMARES","Região Nordeste"
"8",2025-09-01,272.564016730502,277.690847612019,266.721307115907,26008,"PE","PALMARES","Região Nordeste"
"9",2025-10-01,273.378839501959,279.170530371481,266.795029628886,26008,"PE","PALMARES","Região Nordeste"
"10",2025-11-01,274.220823032464,280.683405219388,266.892836666186,26008,"PE","PALMARES","Região Nordeste"
"11",2025-12-01,275.035645803921,282.173952370466,266.961799010509,26008,"PE","PALMARES","Região Nordeste"
"12",2026-01-01,275.877629334426,283.697855826834,267.054727557676,26008,"PE","PALMARES","Região Nordeste"
"13",2026-02-01,276.719612864931,285.227332383663,267.145200021742,26008,"PE","PALMARES","Região Nordeste"
"14",2026-03-01,277.480114118291,286.678216438989,267.154778776653,26008,"PE","PALMARES","Região Nordeste"
"15",2026-04-01,278.322097648796,288.218696044552,267.240589053021,26008,"PE","PALMARES","Região Nordeste"
"16",2026-05-01,279.136920420252,289.736609430755,267.297971545803,26008,"PE","PALMARES","Região Nordeste"
"17",2026-06-01,279.978903950757,291.28829298692,267.379026663295,26008,"PE","PALMARES","Região Nordeste"
"18",2026-07-01,280.793726722214,292.817314301376,267.43181919117,26008,"PE","PALMARES","Região Nordeste"
"19",2026-08-01,281.635710252719,294.380272853669,267.508168026025,26008,"PE","PALMARES","Região Nordeste"
"20",2026-09-01,282.477693783224,295.948928780703,267.582147034376,26008,"PE","PALMARES","Região Nordeste"
"21",2026-10-01,283.292516554681,297.494777750343,267.628109549162,26008,"PE","PALMARES","Região Nordeste"
