"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,73.5477609415253,73.7192802616908,73.3488154436518,11006,"RO","CONE SUL","Região Norte"
"2",2025-03-01,73.9227133959211,74.2679029112092,73.5233348074266,11006,"RO","CONE SUL","Região Norte"
"3",2025-04-01,74.3378393275736,74.8591386922832,73.7362216909435,11006,"RO","CONE SUL","Região Norte"
"4",2025-05-01,74.7395741001406,75.4392116652923,73.9341720432787,11006,"RO","CONE SUL","Região Norte"
"5",2025-06-01,75.1547000317931,76.035131098802,74.1437229892725,11006,"RO","CONE SUL","Região Norte"
"6",2025-07-01,75.55643480436,76.6198400825626,74.3384240134534,11006,"RO","CONE SUL","Região Norte"
"7",2025-08-01,75.9715607360125,77.2204740180822,74.5446688538564,11006,"RO","CONE SUL","Região Norte"
"8",2025-09-01,76.386686667665,77.8234927025999,74.7492539868077,11006,"RO","CONE SUL","Região Norte"
"9",2025-10-01,76.788421440232,78.4152291337265,74.939118223725,11006,"RO","CONE SUL","Região Norte"
"10",2025-11-01,77.2035473718845,79.0230090177778,75.1404416736622,11006,"RO","CONE SUL","Região Norte"
"11",2025-12-01,77.6052821444514,79.6194585015235,75.3271295923982,11006,"RO","CONE SUL","Região Norte"
"12",2026-01-01,78.0204080761039,80.2320309019824,75.5252206312279,11006,"RO","CONE SUL","Região Norte"
"13",2026-02-01,78.4355340077564,80.8470274206418,75.7216888401108,11006,"RO","CONE SUL","Região Norte"
"14",2026-03-01,78.8104864621523,81.422950857038,75.8778629703931,11006,"RO","CONE SUL","Região Norte"
"15",2026-04-01,79.2256123938048,82.0427227675153,76.0712121066407,11006,"RO","CONE SUL","Região Norte"
"16",2026-05-01,79.6273471663717,82.6510429047361,76.2501368328499,11006,"RO","CONE SUL","Região Norte"
"17",2026-06-01,80.0424730980242,83.2756862255438,76.4403254912262,11006,"RO","CONE SUL","Região Norte"
"18",2026-07-01,80.4442078705911,83.8888289091702,76.6161733930322,11006,"RO","CONE SUL","Região Norte"
"19",2026-08-01,80.8593338022436,84.518375621156,76.8032300798553,11006,"RO","CONE SUL","Região Norte"
"20",2026-09-01,81.2744597338961,85.1504024028725,76.9887142003649,11006,"RO","CONE SUL","Região Norte"
"21",2026-10-01,81.6761945064631,85.7708549018591,77.1599821865228,11006,"RO","CONE SUL","Região Norte"
"22",2026-11-01,82.0913204381156,86.4078334834332,77.3423767837991,11006,"RO","CONE SUL","Região Norte"
"23",2026-12-01,82.4930552106825,87.033188400303,77.5106376979598,11006,"RO","CONE SUL","Região Norte"
"24",2027-01-01,82.9081811423351,87.6751512461367,77.6899707412037,11006,"RO","CONE SUL","Região Norte"
