"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,293.278887754627,293.962837813781,292.485573130318,15011,"PA","TOCANTINS","Região Norte"
"2",2025-03-01,294.73180306005,296.108082738711,293.139470120915,15011,"PA","TOCANTINS","Região Norte"
"3",2025-04-01,296.340387862483,298.418495826447,293.942099112143,15011,"PA","TOCANTINS","Região Norte"
"4",2025-05-01,297.897082832579,300.685699067126,294.6869103619,15011,"PA","TOCANTINS","Região Norte"
"5",2025-06-01,299.505667635011,303.01435164838,295.47673326423,15011,"PA","TOCANTINS","Região Norte"
"6",2025-07-01,301.062362605107,305.299609985709,296.209073704719,15011,"PA","TOCANTINS","Região Norte"
"7",2025-08-01,302.670947407539,307.646622023826,296.986205464156,15011,"PA","TOCANTINS","Região Norte"
"8",2025-09-01,304.279532209972,310.002920502601,297.756965622887,15011,"PA","TOCANTINS","Região Norte"
"9",2025-10-01,305.836227180068,312.315546822198,298.470742800516,15011,"PA","TOCANTINS","Região Norte"
"10",2025-11-01,307.4448119825,314.690386346286,299.228982981345,15011,"PA","TOCANTINS","Região Norte"
"11",2025-12-01,309.001506952596,317.021367359071,299.93057064259,15011,"PA","TOCANTINS","Região Norte"
"12",2026-01-01,310.610091755029,319.41486970753,300.676403630212,15011,"PA","TOCANTINS","Região Norte"
"13",2026-02-01,312.218676557461,321.817811585007,301.416007112508,15011,"PA","TOCANTINS","Região Norte"
"14",2026-03-01,313.671591862884,324.069394264757,301.999532467129,15011,"PA","TOCANTINS","Região Norte"
"15",2026-04-01,315.280176665316,326.490933256181,302.727166978666,15011,"PA","TOCANTINS","Região Norte"
"16",2026-05-01,316.836871635412,328.868143963486,303.398966254838,15011,"PA","TOCANTINS","Região Norte"
"17",2026-06-01,318.445456437845,331.308652567391,304.114470719819,15011,"PA","TOCANTINS","Região Norte"
"18",2026-07-01,320.002151407941,333.7046437602,304.774463785567,15011,"PA","TOCANTINS","Região Norte"
"19",2026-08-01,321.610736210373,336.164246335537,305.47794803414,15011,"PA","TOCANTINS","Região Norte"
"20",2026-09-01,323.219321012806,338.633506008349,306.175396440227,15011,"PA","TOCANTINS","Região Norte"
"21",2026-10-01,324.776015982902,341.057963226593,306.817815879846,15011,"PA","TOCANTINS","Região Norte"
"22",2026-11-01,326.384600785334,343.546505108005,307.503407615411,15011,"PA","TOCANTINS","Região Norte"
"23",2026-12-01,327.94129575543,345.990053403014,308.134289566317,15011,"PA","TOCANTINS","Região Norte"
"24",2027-01-01,329.549880557862,348.498003730819,308.808132388688,15011,"PA","TOCANTINS","Região Norte"
"25",2027-02-01,331.158465360295,351.015769842389,309.476075144092,15011,"PA","TOCANTINS","Região Norte"
"26",2027-03-01,332.611380665718,353.377995147599,309.993061198969,15011,"PA","TOCANTINS","Região Norte"
"27",2027-04-01,334.21996546815,355.915103651332,310.649677132556,15011,"PA","TOCANTINS","Região Norte"
"28",2027-05-01,335.776660438246,358.406736746528,311.252372666851,15011,"PA","TOCANTINS","Região Norte"
"29",2027-06-01,337.385245240679,360.963571718559,311.897504452954,15011,"PA","TOCANTINS","Região Norte"
"30",2027-07-01,338.941940210774,363.474737304974,312.489028621434,15011,"PA","TOCANTINS","Região Norte"
