"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,99.0508352407624,99.2818297904921,98.7829043414461,35081,"SP","TRES COLINAS","Região Sudeste"
"2",2025-03-01,99.5901706217982,100.055216899798,99.052119731298,35081,"SP","TRES COLINAS","Região Sudeste"
"3",2025-04-01,100.187291936516,100.889862418937,99.3764741573015,35081,"SP","TRES COLINAS","Região Sudeste"
"4",2025-05-01,100.76515127334,101.708414409876,99.6792946696246,35081,"SP","TRES COLINAS","Região Sudeste"
"5",2025-06-01,101.362272588059,102.549723190235,99.9987526682014,35081,"SP","TRES COLINAS","Região Sudeste"
"6",2025-07-01,101.940131924883,103.374869742122,100.296801597923,35081,"SP","TRES COLINAS","Região Sudeste"
"7",2025-08-01,102.537253239601,104.222885813649,100.611406608984,35081,"SP","TRES COLINAS","Região Sudeste"
"8",2025-09-01,103.134374554319,105.074294954501,100.923575751777,35081,"SP","TRES COLINAS","Região Sudeste"
"9",2025-10-01,103.712233891143,105.9094383243,101.214521812568,35081,"SP","TRES COLINAS","Região Sudeste"
"10",2025-11-01,104.309355205861,106.767621406904,101.521902654407,35081,"SP","TRES COLINAS","Região Sudeste"
"11",2025-12-01,104.887214542685,107.609469289441,101.80818346535,35081,"SP","TRES COLINAS","Região Sudeste"
"12",2026-01-01,105.484335857404,108.474471011879,102.110818633477,35081,"SP","TRES COLINAS","Região Sudeste"
"13",2026-02-01,106.081457172122,109.342921997166,102.411071631113,35081,"SP","TRES COLINAS","Região Sudeste"
"14",2026-03-01,106.620792553158,110.15513216713,102.653317474806,35081,"SP","TRES COLINAS","Região Sudeste"
"15",2026-04-01,107.217913867876,111.030376634379,102.948988604,35081,"SP","TRES COLINAS","Região Sudeste"
"16",2026-05-01,107.7957732047,111.8891108789,103.223864028619,35081,"SP","TRES COLINAS","Região Sudeste"
"17",2026-06-01,108.392894519418,112.771286589599,103.514894246877,35081,"SP","TRES COLINAS","Região Sudeste"
"18",2026-07-01,108.970753856242,113.636881614338,103.785249345112,35081,"SP","TRES COLINAS","Região Sudeste"
"19",2026-08-01,109.56787517096,114.526034215907,104.071680168637,35081,"SP","TRES COLINAS","Região Sudeste"
"20",2026-09-01,110.164996485679,115.418715943236,104.355802020581,35081,"SP","TRES COLINAS","Região Sudeste"
"21",2026-10-01,110.742855822503,116.294710785255,104.6194283926,35081,"SP","TRES COLINAS","Região Sudeste"
"22",2026-11-01,111.339977137221,117.194438500654,104.899012671359,35081,"SP","TRES COLINAS","Região Sudeste"
"23",2026-12-01,111.917836474045,118.077408120272,105.158220321992,35081,"SP","TRES COLINAS","Região Sudeste"
"24",2027-01-01,112.514957788763,118.984228162561,105.433307764283,35081,"SP","TRES COLINAS","Região Sudeste"
"25",2027-02-01,113.112079103481,119.894635584159,105.706137556375,35081,"SP","TRES COLINAS","Região Sudeste"
"26",2027-03-01,113.651414484517,120.747248382914,105.922863538624,35081,"SP","TRES COLINAS","Região Sudeste"
"27",2027-04-01,114.248535799235,121.664722824205,106.191354275278,35081,"SP","TRES COLINAS","Região Sudeste"
"28",2027-05-01,114.826395136059,122.565259656132,106.439762323662,35081,"SP","TRES COLINAS","Região Sudeste"
"29",2027-06-01,115.423516450778,123.489943161762,106.703856330471,35081,"SP","TRES COLINAS","Região Sudeste"
"30",2027-07-01,116.001375787602,124.397616787094,106.947984118093,35081,"SP","TRES COLINAS","Região Sudeste"
"31",2027-08-01,116.59849710232,125.329556678278,107.207721066169,35081,"SP","TRES COLINAS","Região Sudeste"
"32",2027-09-01,117.195618417038,126.265166738712,107.465270314131,35081,"SP","TRES COLINAS","Região Sudeste"
"33",2027-10-01,117.773477753862,127.183657995302,107.703026851977,35081,"SP","TRES COLINAS","Região Sudeste"
"34",2027-11-01,118.37059906858,128.126596070254,107.956278114833,35081,"SP","TRES COLINAS","Região Sudeste"
"35",2027-12-01,118.948458405404,129.052342304229,108.189851462803,35081,"SP","TRES COLINAS","Região Sudeste"
"36",2028-01-01,119.545579720123,130.002656430362,108.438843664065,35081,"SP","TRES COLINAS","Região Sudeste"
"37",2028-02-01,120.142701034841,130.956701110953,108.685697207278,35081,"SP","TRES COLINAS","Região Sudeste"
"38",2028-03-01,120.701298393771,131.872399167203,108.895665861446,35081,"SP","TRES COLINAS","Região Sudeste"
"39",2028-04-01,121.298419708489,132.833843532154,109.138365310463,35081,"SP","TRES COLINAS","Região Sudeste"
"40",2028-05-01,121.876279045313,133.777912052108,109.361670878219,35081,"SP","TRES COLINAS","Região Sudeste"
"41",2028-06-01,122.473400360031,134.746853712578,109.600207160744,35081,"SP","TRES COLINAS","Região Sudeste"
"42",2028-07-01,123.051259696855,135.698345404084,109.81946205484,35081,"SP","TRES COLINAS","Região Sudeste"
"43",2028-08-01,123.648381011573,136.674833414364,110.053873071076,35081,"SP","TRES COLINAS","Região Sudeste"
"44",2028-09-01,124.245502326292,137.655137913369,110.286212389242,35081,"SP","TRES COLINAS","Região Sudeste"
"45",2028-10-01,124.823361663116,138.617880727365,110.499437904419,35081,"SP","TRES COLINAS","Região Sudeste"
"46",2028-11-01,125.420482977834,139.605805826537,110.72770839249,35081,"SP","TRES COLINAS","Região Sudeste"
"47",2028-12-01,125.998342314658,140.576094331105,110.936975953462,35081,"SP","TRES COLINAS","Região Sudeste"
"48",2029-01-01,126.595463629376,141.571689825054,111.161214794704,35081,"SP","TRES COLINAS","Região Sudeste"
