".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
1,"PROPHET","Test",16.8486342577947,4.80336869818391,0.578385952133249,4.92641214747771,22.8349464252183,0.442016877204047
3,"XGBOOST","Test",23.1666666666667,6.53069986692092,0.795273631840796,6.69049722527882,29.6580064630546,NA
2,"EARTH","Test",28.861859275943,7.91167862674126,0.990780243801027,8.44734116617636,38.3570797595887,0.0679897277436717
