".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
1,"PROPHET","Test",19.6492187793006,4.69998088657607,0.529194416772732,4.71366833136214,26.2027110323737,0.539970657294279
2,"EARTH","Test",30.1484002496312,6.94498762816744,0.811959257308569,7.11527938080043,38.404735012581,0.0825010435566452
3,"XGBOOST","Test",30.8201751708984,7.15731591075085,0.830051556124899,7.27820505559201,39.348068394376,NA
