".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
1,"PROPHET","Test",18.2220072023216,8.77635441432436,0.726353839953893,8.08225847620534,24.9630348537136,0.430119078305926
2,"EARTH","Test",20.5101335947013,9.3189840705261,0.817561651088615,9.09781447122454,25.4166377285587,0.141284283279525
3,"XGBOOST","Test",20.7840347290039,9.75362484322124,0.82847972056688,9.21979116938553,26.961096161277,NA
