".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
3,"XGBOOST","Test",31.1997756958008,7.62047012348243,0.717594841003418,7.55002211793843,36.8504370892108,NA
2,"EARTH","Test",34.3592692467386,8.66253850275922,0.790263192674987,8.29061967053204,40.4300219815456,NA
1,"PROPHET","Test",35.8674087595124,9.14724026711888,0.824950401468784,8.60481747613458,43.1349243155797,0.242149945705052
