".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
2,"EARTH","Test",42.8454546731961,7.05403143123847,1.26990394005607,6.94018955677052,49.0900702578087,0.211266954035906
3,"XGBOOST","Test",51.7864786783854,8.73308163911327,1.53490851752946,8.36508024320834,59.8934882274351,NA
1,"PROPHET","Test",62.0989847604983,10.213968454651,1.84056269264363,9.63222989953612,68.3734039964721,0.643345104631923
