".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
1,"PROPHET","Test",10.2719925083978,5.08281684826813,0.718102819736018,5.08520462029299,11.8672494368372,0.6411119645284
3,"XGBOOST","Test",15.7919718424479,7.65240476929202,1.10399803153891,7.78020549787728,19.4536127737535,NA
2,"EARTH","Test",16.7096441572996,7.98937146634089,1.16815141525195,8.24748899348864,20.5129307142092,0.0496658609924148
