"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq","cod_regsaud"
"310",1,"PROPHET","Test",15.7318014363673,4.53091027015033,0.723662866072894,4.35826507056845,22.1826966868689,0.634975464084975,"35093"
"311",1,"PROPHET","Test",12.9156805427519,6.10017780187344,0.577939012613413,5.88296225263338,15.381478135491,0.715534467897685,"35094"
"312",2,"XGBOOST","Test",10.6632614135742,9.54182572443044,0.696747194636952,9.60534437485022,15.16485478018,NA,"35095"
"313",1,"PROPHET","Test",26.8939269526316,9.89904533256739,0.778063295484938,9.22729083911659,32.5596258939004,0.641538832025954,"35101"
"314",1,"PROPHET","Test",22.5411099976358,7.00239844889246,0.954779981483651,6.71519116423428,27.9685372914967,0.375491163058261,"35102"
"315",1,"PROPHET","Test",25.6644438955771,4.51991382729697,0.561638639008823,4.50436672047777,32.8031319949839,0.565225671181885,"35103"
"316",1,"PROPHET","Test",18.2220072023216,8.77635441432436,0.726353839953893,8.08225847620534,24.9630348537136,0.430119078305926,"35104"
"317",1,"PROPHET","Test",7.84420938144181,6.95175949369779,0.710302424303786,6.92857875697875,11.3692551533232,0.337240635271291,"35111"
"318",1,"PROPHET","Test",19.7772652407031,5.59776567233801,0.657336850485796,5.51301302938237,25.784948603545,0.536306048188746,"35112"
"319",1,"PROPHET","Test",7.19763488636176,15.8343266827402,0.732502665426196,14.0758063241834,9.10597967213098,0.264170124957514,"35113"
"320",1,"PROPHET","Test",10.0149721060831,17.1667138835063,1.0470198110905,15.1268671978516,12.3779972247743,0.37317376531103,"35114"
"321",2,"XGBOOST","Test",7.90720240275065,14.29555505172,0.857856864449363,13.7445132325683,9.27463594547464,NA,"35115"
"322",1,"PROPHET","Test",24.0963665228198,9.2352422365864,1.01691088077955,8.62952367786808,29.5780081420713,0.738360540404982,"35121"
"323",1,"PROPHET","Test",25.8567791988366,7.19385455170611,0.693130444724057,6.8301595738163,32.2119804784981,0.627120982707051,"35131"
"324",1,"PROPHET","Test",33.9013183947142,4.19711788151135,0.589811136973091,4.17271384742483,44.0602168855431,0.664625673114653,"35132"
"325",2,"XGBOOST","Test",11.3854414621989,9.67000227027947,0.850211537761606,9.26332343832976,13.1871945317877,NA,"35133"
