".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
2,"XGBOOST","Test",11.9435272216797,15.050147934209,0.771632376681553,14.1902205218917,13.9225956430577,NA
1,"PROPHET","Test",13.5305814644268,17.4631154208375,0.874166780005105,15.7010493767919,15.925188889219,0.0546089196105304
