"cod_regsaude",".index",".value",".model_id",".model_desc",".key","tipo",".conf_lo",".conf_hi"
26006,2017-05-01,771,0,"Dados Históricos","actual","histórico",NA,NA
26006,2000-10-01,736,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-12-01,605,0,"Dados Históricos","actual","histórico",NA,NA
26006,2007-07-01,809,0,"Dados Históricos","actual","histórico",NA,NA
26006,2011-04-01,714,0,"Dados Históricos","actual","histórico",NA,NA
26006,2011-11-01,637,0,"Dados Históricos","actual","histórico",NA,NA
26006,2018-01-01,617,0,"Dados Históricos","actual","histórico",NA,NA
26006,2006-04-01,740,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-11-01,541,0,"Dados Históricos","actual","histórico",NA,NA
26006,2002-07-01,774,0,"Dados Históricos","actual","histórico",NA,NA
26006,2013-05-01,775,0,"Dados Históricos","actual","histórico",NA,NA
26006,2012-04-01,793,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-02-01,631,0,"Dados Históricos","actual","histórico",NA,NA
26006,2006-10-01,688,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-07-01,801,0,"Dados Históricos","actual","histórico",NA,NA
26006,2011-07-01,715,0,"Dados Históricos","actual","histórico",NA,NA
26006,2009-05-01,774,0,"Dados Históricos","actual","histórico",NA,NA
26006,2001-06-01,799,0,"Dados Históricos","actual","histórico",NA,NA
26006,2002-04-01,822,0,"Dados Históricos","actual","histórico",NA,NA
26006,2020-05-01,702,0,"Dados Históricos","actual","histórico",NA,NA
26006,2004-04-01,833,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-04-01,817,0,"Dados Históricos","actual","histórico",NA,NA
26006,2003-10-01,657,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-02-01,646,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-01-01,701,0,"Dados Históricos","actual","histórico",NA,NA
26006,2016-12-01,508,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-06-01,608,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-02-01,720,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-10-01,647,0,"Dados Históricos","actual","histórico",NA,NA
26006,2005-07-01,794,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-10-01,759,0,"Dados Históricos","actual","histórico",NA,NA
26006,2003-02-01,809,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-01-01,618,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-03-01,744,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-12-01,604,0,"Dados Históricos","actual","histórico",NA,NA
26006,2009-11-01,594,0,"Dados Históricos","actual","histórico",NA,NA
26006,2016-07-01,683,0,"Dados Históricos","actual","histórico",NA,NA
26006,2019-04-01,684,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-04-01,623,0,"Dados Históricos","actual","histórico",NA,NA
26006,2004-02-01,778,0,"Dados Históricos","actual","histórico",NA,NA
26006,2012-02-01,674,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-07-01,557,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-12-01,554,0,"Dados Históricos","actual","histórico",NA,NA
26006,2012-08-01,709,0,"Dados Históricos","actual","histórico",NA,NA
26006,2001-08-01,758,0,"Dados Históricos","actual","histórico",NA,NA
26006,2020-04-01,684,0,"Dados Históricos","actual","histórico",NA,NA
26006,2010-06-01,696,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-06-01,683,0,"Dados Históricos","actual","histórico",NA,NA
26006,2023-05-01,599,0,"Dados Históricos","actual","histórico",NA,NA
26006,2007-05-01,820,0,"Dados Históricos","actual","histórico",NA,NA
26006,2006-08-01,745,0,"Dados Históricos","actual","histórico",NA,NA
26006,2020-03-01,694,0,"Dados Históricos","actual","histórico",NA,NA
26006,2014-04-01,732,0,"Dados Históricos","actual","histórico",NA,NA
26006,2013-01-01,690,0,"Dados Históricos","actual","histórico",NA,NA
26006,2000-06-01,1016,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-08-01,749,0,"Dados Históricos","actual","histórico",NA,NA
26006,2014-03-01,710,0,"Dados Históricos","actual","histórico",NA,NA
26006,2000-12-01,663,0,"Dados Históricos","actual","histórico",NA,NA
26006,2003-09-01,686,0,"Dados Históricos","actual","histórico",NA,NA
26006,2017-11-01,645,0,"Dados Históricos","actual","histórico",NA,NA
26006,2017-08-01,672,0,"Dados Históricos","actual","histórico",NA,NA
26006,2001-10-01,755,0,"Dados Históricos","actual","histórico",NA,NA
26006,2005-02-01,712,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-10-01,577,0,"Dados Históricos","actual","histórico",NA,NA
26006,2002-12-01,729,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-05-01,736,0,"Dados Históricos","actual","histórico",NA,NA
26006,2009-06-01,715,0,"Dados Históricos","actual","histórico",NA,NA
26006,2018-02-01,576,0,"Dados Históricos","actual","histórico",NA,NA
26006,2006-06-01,792,0,"Dados Históricos","actual","histórico",NA,NA
26006,2004-06-01,780,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-01-01,645,0,"Dados Históricos","actual","histórico",NA,NA
26006,2016-11-01,441,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-06-01,676,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-05-01,710,0,"Dados Históricos","actual","histórico",NA,NA
26006,2009-12-01,670,0,"Dados Históricos","actual","histórico",NA,NA
26006,2005-03-01,865,0,"Dados Históricos","actual","histórico",NA,NA
26006,2007-10-01,702,0,"Dados Históricos","actual","histórico",NA,NA
26006,2023-08-01,532,0,"Dados Históricos","actual","histórico",NA,NA
26006,2000-11-01,779,0,"Dados Históricos","actual","histórico",NA,NA
26006,2020-10-01,596,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-11-01,603,0,"Dados Históricos","actual","histórico",NA,NA
26006,2019-05-01,703,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-08-01,710,0,"Dados Históricos","actual","histórico",NA,NA
26006,2006-05-01,882,0,"Dados Históricos","actual","histórico",NA,NA
26006,2018-09-01,618,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-09-01,521,0,"Dados Históricos","actual","histórico",NA,NA
26006,2012-10-01,714,0,"Dados Históricos","actual","histórico",NA,NA
26006,2014-12-01,658,0,"Dados Históricos","actual","histórico",NA,NA
26006,2003-01-01,748,0,"Dados Históricos","actual","histórico",NA,NA
26006,2014-05-01,721,0,"Dados Históricos","actual","histórico",NA,NA
26006,2016-10-01,500,0,"Dados Históricos","actual","histórico",NA,NA
26006,2009-09-01,785,0,"Dados Históricos","actual","histórico",NA,NA
26006,2015-11-01,620,0,"Dados Históricos","actual","histórico",NA,NA
26006,2004-09-01,773,0,"Dados Históricos","actual","histórico",NA,NA
26006,2021-03-01,664,0,"Dados Históricos","actual","histórico",NA,NA
26006,2017-02-01,558,0,"Dados Históricos","actual","histórico",NA,NA
26006,2002-11-01,686,0,"Dados Históricos","actual","histórico",NA,NA
26006,2008-12-01,724,0,"Dados Históricos","actual","histórico",NA,NA
26006,2022-01-01,575,0,"Dados Históricos","actual","histórico",NA,NA
26006,2007-08-01,721,0,"Dados Históricos","actual","histórico",NA,NA
26006,2019-01-01,662,0,"Dados Históricos","actual","histórico",NA,NA
