"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",6,"EARTH","Test",285.045639107354,2.85972352601326,0.378338758483833,2.87977280649541,341.33886196294,0.760508964716094
"2",5,"LM","Test",709.796819132554,7.213839468579,0.94210754518944,6.89186809531141,801.95988959314,0.698856007073112
"3",4,"PROPHET","Test",737.386522359174,7.40353428956719,0.978727133892446,7.30778178358644,951.60631071624,0.00102766235194952
