"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",6,"EARTH","Test",235.106988968862,2.85024874320659,0.491323966282121,2.89648144897245,294.546932328601,0.77462092552427
"2",5,"LM","Test",263.916172650812,3.33704528759684,0.551529077385138,3.2763396608007,316.810851861365,0.716709474679601
"3",4,"PROPHET","Test",463.48353165095,5.79595016469833,0.968582720896271,5.71669576130809,623.159683882663,0.0432482816434929
