"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",4,"PROPHET","Test",960.984926101181,9.49043866753065,1.22096660928518,8.93023842766145,1114.55916253374,0.036339992571215
"2",5,"LM","Test",1239.61703715657,12.1647918412276,1.57497893001272,11.3061826448269,1375.14951333962,0.119407464224768
"3",2,"ARIMA(0,0,0) WITH NON-ZERO MEAN W/ XGBOOST ERRORS","Test",1316.23524296789,13.0006567447208,1.67232517178834,12.0475818564804,1431.90301858951,0.223961574015175
