"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",6,"EARTH","Test",328.824732424017,3.57540511791367,0.537204509058447,3.59425505187257,434.951928298449,0.535991444644085
"2",5,"LM","Test",870.720416588078,9.50105874495453,1.42250532820992,9.00483674355406,945.347053109032,0.408236777673312
"3",4,"PROPHET","Test",962.994986976721,10.681111516363,1.57325528828375,9.93919356030246,1141.93013430404,0.00481366077210177
