"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",3,"ETS(M,N,N)","Test",375.6503633026,5.05031212078128,0.779580688119036,4.9467583343552,445.785708988343,NA
"2",4,"PROPHET","Test",449.986492285179,5.8623221896268,0.933849168188792,5.93779983670335,528.271131526727,0.0241146124029236
"3",5,"LM","Test",463.762655445482,6.21656477436674,0.962438600824315,5.97780008048096,520.074712649654,0.66740904091483
