"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",6,"EARTH","Test",77.1594751825696,3.93301000459733,0.484439225004225,3.89232871453026,95.0437543509818,0.593052567295767
"2",4,"PROPHET","Test",163.118797290336,8.54083266181996,1.02412754306554,8.02791314163121,200.740667341722,0.126296838911059
"3",5,"LM","Test",182.580410282978,9.53522824071626,1.14631563070066,8.94681331502487,213.254759512522,0.236527528655707
