"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq"
"1",6,"EARTH","Test",572.617812326684,2.96089785920713,0.382422139361026,2.99666657210495,719.920832210334,0.756247807843273
"2",5,"LM","Test",1033.06364433533,5.40426498245304,0.689930352249374,5.22100314822782,1195.81779621533,0.703289936071214
"3",4,"PROPHET","Test",1701.12858854477,8.8669531628468,1.13609674752547,8.53096134988243,2016.3563034167,0.00573086854434591
