"cod_regsaude",".index",".value",".model_id",".model_desc",".key","tipo",".conf_lo",".conf_hi"
23002,2015-09-01,777,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-01-01,647,0,"Dados Históricos","actual","histórico",NA,NA
23002,2001-03-01,771,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-07-01,775,0,"Dados Históricos","actual","histórico",NA,NA
23002,2004-06-01,676,0,"Dados Históricos","actual","histórico",NA,NA
23002,2004-07-01,741,0,"Dados Históricos","actual","histórico",NA,NA
23002,2006-12-01,642,0,"Dados Históricos","actual","histórico",NA,NA
23002,2000-08-01,732,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-04-01,783,0,"Dados Históricos","actual","histórico",NA,NA
23002,2005-02-01,660,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-04-01,728,0,"Dados Históricos","actual","histórico",NA,NA
23002,2005-07-01,752,0,"Dados Históricos","actual","histórico",NA,NA
23002,2011-02-01,608,0,"Dados Históricos","actual","histórico",NA,NA
23002,2011-12-01,704,0,"Dados Históricos","actual","histórico",NA,NA
23002,2011-06-01,781,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-08-01,773,0,"Dados Históricos","actual","histórico",NA,NA
23002,2006-07-01,762,0,"Dados Históricos","actual","histórico",NA,NA
23002,2018-09-01,800,0,"Dados Históricos","actual","histórico",NA,NA
23002,2006-11-01,629,0,"Dados Históricos","actual","histórico",NA,NA
23002,2019-12-01,741,0,"Dados Históricos","actual","histórico",NA,NA
23002,2010-02-01,665,0,"Dados Históricos","actual","histórico",NA,NA
23002,2003-06-01,752,0,"Dados Históricos","actual","histórico",NA,NA
23002,2021-05-01,778,0,"Dados Históricos","actual","histórico",NA,NA
23002,2019-03-01,771,0,"Dados Históricos","actual","histórico",NA,NA
23002,2020-12-01,725,0,"Dados Históricos","actual","histórico",NA,NA
23002,2005-08-01,686,0,"Dados Históricos","actual","histórico",NA,NA
23002,2016-02-01,673,0,"Dados Históricos","actual","histórico",NA,NA
23002,2015-04-01,773,0,"Dados Históricos","actual","histórico",NA,NA
23002,2008-04-01,749,0,"Dados Históricos","actual","histórico",NA,NA
23002,2012-11-01,620,0,"Dados Históricos","actual","histórico",NA,NA
23002,2004-08-01,682,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-03-01,780,0,"Dados Históricos","actual","histórico",NA,NA
23002,2023-07-01,633,0,"Dados Históricos","actual","histórico",NA,NA
23002,2010-07-01,736,0,"Dados Históricos","actual","histórico",NA,NA
23002,2021-04-01,784,0,"Dados Históricos","actual","histórico",NA,NA
23002,2006-02-01,591,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-07-01,774,0,"Dados Históricos","actual","histórico",NA,NA
23002,2013-09-01,821,0,"Dados Históricos","actual","histórico",NA,NA
23002,2018-02-01,687,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-10-01,780,0,"Dados Históricos","actual","histórico",NA,NA
23002,2013-12-01,613,0,"Dados Históricos","actual","histórico",NA,NA
23002,2020-06-01,805,0,"Dados Históricos","actual","histórico",NA,NA
23002,2016-11-01,639,0,"Dados Históricos","actual","histórico",NA,NA
23002,2016-05-01,798,0,"Dados Históricos","actual","histórico",NA,NA
23002,2011-09-01,743,0,"Dados Históricos","actual","histórico",NA,NA
23002,2004-05-01,823,0,"Dados Históricos","actual","histórico",NA,NA
23002,2012-12-01,607,0,"Dados Históricos","actual","histórico",NA,NA
23002,2017-10-01,789,0,"Dados Históricos","actual","histórico",NA,NA
23002,2000-02-01,597,0,"Dados Históricos","actual","histórico",NA,NA
23002,2009-08-01,647,0,"Dados Históricos","actual","histórico",NA,NA
23002,2004-12-01,361,0,"Dados Históricos","actual","histórico",NA,NA
23002,2012-08-01,606,0,"Dados Históricos","actual","histórico",NA,NA
23002,2008-08-01,740,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-10-01,717,0,"Dados Históricos","actual","histórico",NA,NA
23002,2010-03-01,737,0,"Dados Históricos","actual","histórico",NA,NA
23002,2008-10-01,665,0,"Dados Históricos","actual","histórico",NA,NA
23002,2021-08-01,677,0,"Dados Históricos","actual","histórico",NA,NA
23002,2020-05-01,832,0,"Dados Históricos","actual","histórico",NA,NA
23002,2000-06-01,680,0,"Dados Históricos","actual","histórico",NA,NA
23002,2022-09-01,581,0,"Dados Históricos","actual","histórico",NA,NA
23002,2012-02-01,704,0,"Dados Históricos","actual","histórico",NA,NA
23002,2006-06-01,695,0,"Dados Históricos","actual","histórico",NA,NA
23002,2012-09-01,691,0,"Dados Históricos","actual","histórico",NA,NA
23002,2020-07-01,737,0,"Dados Históricos","actual","histórico",NA,NA
23002,2003-12-01,625,0,"Dados Históricos","actual","histórico",NA,NA
23002,2000-04-01,676,0,"Dados Históricos","actual","histórico",NA,NA
23002,2013-10-01,714,0,"Dados Históricos","actual","histórico",NA,NA
23002,2015-10-01,790,0,"Dados Históricos","actual","histórico",NA,NA
23002,2013-01-01,699,0,"Dados Históricos","actual","histórico",NA,NA
23002,2022-04-01,719,0,"Dados Históricos","actual","histórico",NA,NA
23002,2009-03-01,766,0,"Dados Históricos","actual","histórico",NA,NA
23002,2022-05-01,673,0,"Dados Históricos","actual","histórico",NA,NA
23002,2003-05-01,788,0,"Dados Históricos","actual","histórico",NA,NA
23002,2000-01-01,721,0,"Dados Históricos","actual","histórico",NA,NA
23002,2009-10-01,598,0,"Dados Históricos","actual","histórico",NA,NA
23002,2007-09-01,775,0,"Dados Históricos","actual","histórico",NA,NA
23002,2013-11-01,691,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-06-01,739,0,"Dados Históricos","actual","histórico",NA,NA
23002,2001-04-01,825,0,"Dados Históricos","actual","histórico",NA,NA
23002,2014-01-01,658,0,"Dados Históricos","actual","histórico",NA,NA
