.model_id,.model_desc,.type,mae,mape,mase,smape,rmse,rsq,cod_regsaud
2,XGBOOST,Test,37.3835754394531,14.4875084258045,1.60414596102131,13.1809904286324,42.9494580643113,NA,13003
1,PROPHET,Test,22.7974217343466,9.7715671950628,0.996845437053179,9.1136738869767,27.7579843238961,0.225410246153194,13004
2,XGBOOST,Test,35.9733174641927,15.534117732783,1.57297775984113,14.0515102673078,41.2585920343619,NA,13004
1,PROPHET,Test,45.7105311131869,12.8536356168855,1.3341906289382,11.6557094888546,56.6677254663309,0.0242965692470649,13005
2,XGBOOST,Test,46.8594970703125,13.1999730081908,1.36772643733146,12.039406044639,55.5293104575085,NA,13005
1,PROPHET,Test,20.9582397624845,10.6258727808213,1.32065620421135,9.93538630915922,25.5600464669813,4.4711840270056e-4,13006
2,XGBOOST,Test,25.5021362304688,13.1217973896496,1.60698392685146,11.9522948478744,30.2248620110935,NA,13006
1,PROPHET,Test,18.522120081774,8.8684557238756,0.783104341692652,8.48109071763841,21.0462590046767,0.188890397795516,13007
2,XGBOOST,Test,22.1228612263997,10.8846515102475,0.935341559204401,10.0800354883984,26.5140071067362,NA,13007
2,XGBOOST,Test,22.7799657185872,9.01130325587951,0.851933677280498,8.40001288247847,29.2645772653901,NA,13008
1,PROPHET,Test,30.9716899671608,12.1098855302441,1.15829084430032,11.1230242774473,37.0322165777875,0.0281059137853425,13008
1,PROPHET,Test,52.3366824770821,10.1877080994351,1.11457749719712,9.49695932093555,62.8918166928146,0.133804272008304,13009
2,XGBOOST,Test,59.1201731363932,11.4440329795704,1.25904072420097,10.688352839896,67.1809815853488,NA,13009
2,XGBOOST,Test,65.854970296224,7.01513974117259,1.38073319673031,6.70451323859296,77.1952314014148,NA,14001
1,PROPHET,Test,152.881330515851,16.0592808449376,3.20535150580179,14.7079929534496,162.575492905477,0.10451218890884,14001
2,XGBOOST,Test,12.3747329711914,10.8867574539355,0.747031124245151,10.1657883652668,15.4780886794272,NA,14002
1,PROPHET,Test,17.6878956090082,15.8799922341027,1.06777322574065,14.0010119888814,22.3162475691356,0.0452640410324602,14002
2,XGBOOST,Test,53.5138905843099,9.08256521784182,1.10585757721395,8.4708862830774,66.6777270811515,NA,15001
1,PROPHET,Test,61.1643404414582,10.1452626581845,1.26395312682259,9.47693400075798,72.0180040754189,0.183776379698118,15001
1,PROPHET,Test,81.1761370379595,6.60114727612738,1.07240158062784,6.31387481695097,96.0379428038506,0.102498467880173,15002
2,XGBOOST,Test,85.3172403971354,7.01263809478591,1.12710886222522,6.67571411594172,101.613926924627,NA,15002
1,PROPHET,Test,57.5366576752571,4.596789131292,0.777522401016987,4.52294934374335,76.186978409198,0.159440511321093,15003
2,XGBOOST,Test,77.6277974446615,6.32199205563746,1.04902428979272,6.02253317355108,97.3034431567593,NA,15003
1,PROPHET,Test,38.1736572655584,8.31247462677813,1.18168790997018,7.78781958282956,47.7652713305991,0.165446158395673,15004
2,XGBOOST,Test,61.0440470377604,13.2767169221898,1.8896542151662,12.2500155431693,67.1831993579535,NA,15004
1,PROPHET,Test,126.134036144117,6.33325281608743,1.07646858304813,6.0686934356517,156.514897598007,0.119434984617518,15006
2,XGBOOST,Test,224.780558268229,11.4182425825368,1.91834984792923,10.6349213786368,252.049730661009,NA,15006
1,PROPHET,Test,32.6816235380339,7.42791095494807,0.911124050151249,6.97157924632929,43.7486869046149,0.0401920870292415,15007
2,XGBOOST,Test,32.9539998372396,7.56276354935978,0.918717571220013,7.12737870169366,41.5456986924117,NA,15007
1,PROPHET,Test,89.1688480537676,8.98539687872766,1.02595472998332,8.41571104367817,111.078086264118,0.0277846374526759,15008
2,XGBOOST,Test,104.663157145182,10.6322054830032,1.20422842138029,9.87795214802611,123.88865861249501,NA,15008
1,PROPHET,Test,51.4143157523119,8.41866152187827,1.06630231046274,7.99476415188737,64.7053008069608,0.0119561105843278,15009
2,XGBOOST,Test,97.4518025716146,16.1237889599927,2.02109238877109,14.7088733611046,105.223858614286,NA,15009
1,PROPHET,Test,27.3253648512915,7.01067954197413,0.99759268504715,7.0019189680937,32.7088684855595,1.7159929316877e-4,15010
2,XGBOOST,Test,34.7972005208333,9.35085371573587,1.27037398726852,8.79378897295893,40.8050363627866,NA,15010
1,PROPHET,Test,94.5297692787274,10.5554298449855,1.45333201431199,9.85967397695934,109.520339566383,0.0135677869111194,15011
2,XGBOOST,Test,124.114176432292,13.9504638335765,1.9081724986248,12.8163580438398,137.342595409029,NA,15011
1,PROPHET,Test,29.5392718589422,5.7104653774452,0.80023940253907,5.5254229373129,37.1411202283002,0.0895891880490402,15012
2,XGBOOST,Test,42.133544921875,8.241482445839,1.14142701201782,7.77710758321932,50.041528808262,NA,15012
2,XGBOOST,Test,29.0473276774089,9.38705442910267,1.22136843981792,8.76705673962312,36.2222708405755,NA,15013
1,PROPHET,Test,34.6055084288483,11.1533848059513,1.45507622278521,10.2784635546328,43.4256829343653,0.00999523102848726,15013
2,XGBOOST,Test,59.422358194987,9.95515255469045,1.19677253807767,9.24574402403,72.1606133070485,NA,15014
1,PROPHET,Test,69.7697543940542,11.583473323411,1.40517018481895,10.6665084382545,83.1334422651424,0.0203268785353093,15014
1,PROPHET,Test,76.5084504278288,10.742021260102,2.02263719521846,10.0123385741927,88.3647348253174,0.128170885934225,16001
2,XGBOOST,Test,84.6694742838542,12.002169559992801,2.23838840060764,11.1341539779502,94.9872601864401,NA,16001
2,XGBOOST,Test,11.1338806152344,11.223971388142,0.845146053301619,10.4717494997467,13.1371032229031,NA,16002
1,PROPHET,Test,16.6055367182585,16.852712655247,1.26048628554438,14.957978212536,19.9998469639476,0.0121215955896066,16002
1,PROPHET,Test,39.1316984328275,15.1092017686728,1.55445434189125,13.6297034331937,46.1715809093395,4.4078619264432e-4,16003
2,XGBOOST,Test,42.7319030761719,16.4727494888933,1.69746765242134,14.8817405925162,47.7170470814992,NA,16003
2,XGBOOST,Test,29.8175659179688,8.12258299737385,1.08341866684563,7.77338784358989,34.7435767901409,NA,17001
1,PROPHET,Test,35.1113098901372,9.56093998853885,1.27576639411241,9.01328944200083,40.4012562153191,0.32461048470762,17001
1,PROPHET,Test,20.9995657026453,8.879021833062,0.835622856679658,8.68226170575902,24.8538070549952,0.206025906568629,17002
2,XGBOOST,Test,21.1360346476237,9.55050551204927,0.841053281825856,8.92732289482639,25.4562612095407,NA,17002
2,XGBOOST,Test,9.5976193745931,10.1724150892991,0.658941031688481,9.73903872649621,11.7580862767177,NA,17003
1,PROPHET,Test,9.9824493742459,10.3168539696827,0.685362195843748,10.3014839861376,11.617039952957,0.132649980327394,17003
2,XGBOOST,Test,15.6888020833333,9.16635232904481,0.934824994602763,8.60976075974834,18.9191475248333,NA,17004
1,PROPHET,Test,17.148338861137,9.6688448856094,1.02179221193303,9.22803200303288,20.0434332069344,0.0920899044562997,17004
1,PROPHET,Test,13.1199974129265,6.30402541407658,0.678112225836653,6.31089046178815,16.8224525408911,0.257723810740634,17005
2,XGBOOST,Test,14.6140670776367,6.83095007554723,0.755333804012684,6.96056021200994,18.5871261187056,NA,17005
2,XGBOOST,Test,28.6821085611979,5.80110968842596,0.835048730262724,5.73383638066853,33.4018278424497,NA,17006
1,PROPHET,Test,30.5736897119383,6.22058211312091,0.890120080220989,5.99218300281186,36.4092530548413,0.337002168598797,17006
1,PROPHET,Test,12.667768180021,9.0405814415861,0.882905054971157,8.47339748849478,15.2162531688109,0.597846270407427,17007
2,XGBOOST,Test,13.0444208780924,9.36546925402057,0.909156606654928,8.82207045210682,16.4698297140636,NA,17007
2,XGBOOST,Test,14.2246971130371,10.2333801259744,1.04193641273839,9.43229638861375,18.8330274852698,NA,17008
1,PROPHET,Test,15.8953723672734,11.086622001889,1.16431071480028,10.3958253677581,19.1860432942077,0.0599201086133241,17008
1,PROPHET,Test,27.7431322907614,8.6393287005136,0.97122076512559,8.01784352901424,36.2702551331142,0.0447456696600969,21001
2,XGBOOST,Test,32.1743621826172,10.0480632301115,1.12634753455129,9.33358568130347,38.5669991494362,NA,21001
1,PROPHET,Test,36.5312546195119,12.9916419087715,1.02841965269128,12.0207437224226,42.2388684357558,0.162746009635404,21002
2,XGBOOST,Test,49.0156631469727,17.8442489046405,1.3798779098903,16.004019186661,54.737181369856,NA,21002
2,XGBOOST,Test,23.7559458414714,7.57366796951074,0.788436874969468,7.53579295254257,29.0928508899424,NA,21003
1,PROPHET,Test,28.8872486940376,9.55331254310682,0.958739855646269,9.0438466113047,34.3307682752418,0.157950767161271,21003
1,PROPHET,Test,26.1981084433786,7.62507841637892,1.34199664632006,7.29808070760634,32.011225995983,0.12024684316362,21004
2,XGBOOST,Test,28.5764236450195,8.3906465987761,1.46382571010122,7.97214038200085,33.1389856856819,NA,21004
1,PROPHET,Test,30.7639621567908,8.88195093404374,1.22629311890154,8.49868698041975,35.8784261991029,0.186310633398242,21005
2,XGBOOST,Test,31.1523234049479,9.21656816603397,1.24177372324749,8.62762907706258,37.4185211183216,NA,21005
1,PROPHET,Test,51.0104344877091,12.0738203603142,1.33778790560697,11.0154105844912,63.7864626385274,0.0225504189006378,21006
2,XGBOOST,Test,65.2474060058594,15.4696033291589,1.71116344143075,14.0479493904346,73.3433707444655,NA,21006
1,PROPHET,Test,42.8583302466202,12.9829626960237,1.24777417173704,11.9581837557379,50.5708019964,6.4234667875724e-4,21007
2,XGBOOST,Test,59.4535090128581,18.0887465246345,1.73092494594397,16.2414026416123,65.5558350990634,NA,21007
2,XGBOOST,Test,72.3767700195312,10.8202755624272,1.34355585992673,10.0518519329205,84.4515453092884,NA,21008
1,PROPHET,Test,98.2792869466098,14.3503274797585,1.8243935429959801,13.1955478892712,108.189228344516,0.170857178507973,21008
2,XGBOOST,Test,44.1354777018229,11.1055800163254,1.28171210497718,10.2226706768788,53.9001036369549,NA,21009
1,PROPHET,Test,54.6466676441544,13.459337382698,1.5869613078479201,12.2567138636707,65.0707857733778,0.0537999533378208,21009
2,XGBOOST,Test,23.5728607177734,9.09074883922443,0.936400339393418,9.53100315623516,29.34975535052,NA,21010
1,PROPHET,Test,24.4622136234658,10.0910860324727,0.971728693160127,9.72962299111471,31.6811791256551,0.00475643678854465,21010
2,XGBOOST,Test,43.1339925130208,10.4122086451175,1.81367793016358,9.74952052855358,48.4608732965977,NA,21011
1,PROPHET,Test,75.8357705183877,18.0408232160783,3.18870698706201,16.3070211942221,81.6377780444941,0.0377129656984908,21011
2,XGBOOST,Test,23.3221740722656,7.45955943230953,0.803008987518128,7.14703656062551,29.1347125230802,NA,21012
1,PROPHET,Test,26.0617611361268,8.25861555282327,0.897336087022329,7.81733722503052,32.5337211964285,0.129515611479599,21012
2,XGBOOST,Test,24.1089324951172,6.81392345199431,0.699250248912604,7.0338304348835,29.4365600747687,NA,21013
1,PROPHET,Test,35.7758088916023,10.9135751162,1.03763380139578,10.0006768722098,45.9013040283517,0.103192526850716,21013
2,XGBOOST,Test,27.073974609375,6.24601628620508,0.770670069326269,5.99615623363196,34.3440712970726,NA,21014
1,PROPHET,Test,37.4666822975163,8.4318754826235,1.06650209510257,8.01076802187147,45.7536578698731,0.124882322903738,21014
1,PROPHET,Test,24.4194039298966,9.15341306425338,1.34687359805185,8.64322119689024,28.8208950329807,0.0631527370988958,21015
2,XGBOOST,Test,37.4560241699219,14.1010474448547,2.06591979834101,13.0180206111098,40.2020365978861,NA,21015
1,PROPHET,Test,132.421694124262,8.49131492221322,1.37008500443456,7.99701984350421,160.435196824635,0.132941974529987,21016
2,XGBOOST,Test,191.973266601562,12.4479368811716,1.98622812948085,11.5374059452234,212.288254027414,NA,21016
2,XGBOOST,Test,17.4451497395833,5.73438717707224,0.848284236808492,5.58867429592716,21.3653276953313,NA,21017
1,PROPHET,Test,31.819684990097,10.6524487516844,1.54725740966645,9.79046345245228,40.1041972991748,0.00484969138897211,21017
1,PROPHET,Test,60.3052028175053,22.6579668447288,3.33418188654477,20.0323793880109,64.5399231271041,0.0891041222708446,21018
2,XGBOOST,Test,61.8752644856771,23.4024142733045,3.42098818069849,20.7164857122424,64.2465932486804,NA,21018
1,PROPHET,Test,43.6535662920893,13.4004586000314,1.65136846170733,12.2237188806983,51.3336836457518,0.116658868697552,21019
2,XGBOOST,Test,58.9657796223958,18.1619617721364,2.23061337387353,16.3853603814326,63.0674487912149,NA,21019
1,PROPHET,Test,13.7964180480826,10.4387337355374,1.09043853988281,9.77553624289843,17.0437582503367,0.0955064639066578,22001
2,XGBOOST,Test,23.4486541748047,17.9788609169517,1.85333005505329,16.2284482596452,25.5920006287239,NA,22001
1,PROPHET,Test,29.7311555410045,12.8459632179807,1.02062175737777,11.6437173068504,36.451135793682,0.187778262413366,22002
2,XGBOOST,Test,35.2201639811198,15.3227360059298,1.20905040532202,13.7711546715739,41.5183517720124,NA,22002
1,PROPHET,Test,36.1189493307159,8.50392244177349,1.13025283619927,8.06525935226547,41.8673343023253,0.280383122077652,22003
2,XGBOOST,Test,37.2234497070312,8.98317562041093,1.16481543300914,8.44178525201887,43.7606666211686,NA,22003
2,XGBOOST,Test,95.719228108724,7.32213173785587,1.11357726176057,6.9498317391024,115.088611364534,NA,22004
1,PROPHET,Test,98.1148238264214,7.34662159439855,1.14144711583596,6.99936211208995,114.589666427578,0.316061198727551,22004
2,XGBOOST,Test,19.8145548502604,6.30450199971605,0.750798618708385,6.04355157975792,24.8119476275179,NA,22005
1,PROPHET,Test,44.4776453924854,13.9343276502407,1.68531440531658,12.8153630622407,49.7530665542582,0.030481881195686,22005
2,XGBOOST,Test,18.9344151814779,11.938989848463,0.972079350834801,11.1985854053592,21.8419296978644,NA,22006
1,PROPHET,Test,24.045553770502,15.1578328969145,1.23448155518202,13.8429247953327,27.246740462131,0.103175904696294,22006
1,PROPHET,Test,7.2764301410707,10.4475840846013,0.685893005100927,9.94392082141015,9.1252674874336,0.0340462338867132,22007
2,XGBOOST,Test,12.6938056945801,18.7178965518103,1.19654725809566,16.3658988742603,15.0829759562626,NA,22007
1,PROPHET,Test,10.5002684036077,10.325664979269,0.904517502932499,9.74602535074962,12.8846295385396,0.203903369171757,22008
2,XGBOOST,Test,12.7008616129557,12.8681039864096,1.09408171197746,11.7681420365997,15.2756953751226,NA,22008
1,PROPHET,Test,23.2189357206131,6.38823983206472,0.686420978887021,6.14803732919251,30.0306573149074,0.247820054747839,22009
2,XGBOOST,Test,28.1977335611979,7.8827466875525,0.833609089855465,7.51816472804711,33.3899104161893,NA,22009
2,XGBOOST,Test,11.9435272216797,15.050147934209,0.771632376681553,14.1902205218917,13.9225956430577,NA,22010
1,PROPHET,Test,13.5305814644268,17.4631154208375,0.874166780005105,15.7010493767919,15.925188889219,0.0546089196105304,22010
1,PROPHET,Test,17.9332659299701,8.98729184608885,0.834949628318445,8.3304740140562,23.5312692087761,0.350426716049792,22011
2,XGBOOST,Test,19.6685409545898,9.57726404765106,0.915741785335155,9.16327646814613,22.5959490223965,NA,22011
2,XGBOOST,Test,155.790201822917,6.0421105575137,0.87160657794383,5.78872443762406,205.482543448867,NA,23001
1,PROPHET,Test,157.121943967623,5.92712521939531,0.879057336719856,5.69659071046539,206.956378334723,0.362071036987672,23001
2,XGBOOST,Test,42.5592854817708,6.5134658817913,0.947592997173988,6.35753657887587,50.7296739855105,NA,23002
1,PROPHET,Test,98.3987254738312,15.0892491610523,2.19087191277649,13.8565883371756,107.780492852762,0.0682869685028709,23002
2,XGBOOST,Test,44.5279134114583,7.88486957665898,1.3335182401869,7.44194731190575,54.1926808027362,NA,23003
1,PROPHET,Test,59.844884180369,10.338176536083,1.79222960436001,9.64225583711552,70.2933183665709,0.25415092705492,23003
2,XGBOOST,Test,16.3071619669596,13.9875588930297,1.00284685893067,12.3612218567698,21.5727610565055,NA,23004
1,PROPHET,Test,17.4794380980094,14.8140858378215,1.07493870656208,13.0396077021018,22.7168897324899,0.14267821321521,23004
1,PROPHET,Test,17.8201147517711,9.40831642276018,0.92729103911931,8.89824387673667,22.1004260919774,0.0607366044013454,23005
2,XGBOOST,Test,18.7182388305664,10.1561321632254,0.974026002495537,9.45726758589269,23.0382199560969,NA,23005
2,XGBOOST,Test,22.8457310994466,6.37263320600214,0.745321723811734,6.1571998042341,28.8762370245291,NA,23006
1,PROPHET,Test,33.4375231021817,9.1806370126653,1.09086954801444,8.7850789488302,37.2557777652542,0.0995750955992467,23006
1,PROPHET,Test,15.4849817993256,15.3552632693584,1.15634604345613,13.760056429513,18.6604015590326,0.224024077219754,23007
2,XGBOOST,Test,17.4556121826172,17.6421403670063,1.30350350714349,15.5608539417158,20.9208103782491,NA,23007
2,XGBOOST,Test,26.3359985351562,8.52834383717072,1.34606214735243,7.98644451489974,32.7847149258171,NA,23008
1,PROPHET,Test,33.4666938555669,10.635695566823,1.71051990817342,9.90234816817138,39.0769163380884,0.107823110878696,23008
1,PROPHET,Test,17.8615775472976,10.1291067444445,1.05608299122839,9.53358114759597,22.4806099229313,0.17649231012372,23009
2,XGBOOST,Test,22.1150067647298,12.629302342204,1.30757109405858,11.8906733227455,24.3446968946551,NA,23009
2,XGBOOST,Test,14.1666666666667,6.96489011663945,0.90258541089566,7.07689816114625,19.019094832703,NA,23010
1,PROPHET,Test,19.0935264890819,9.84674355352721,1.21648506717142,9.33752041364375,22.0692474317517,0.27131222436224,23010
2,XGBOOST,Test,55.6391092936198,8.66317212643599,1.23523119088152,8.15591134052437,65.8426238644269,NA,23011
1,PROPHET,Test,95.6715333828972,14.6222029965066,2.12398191873227,13.4670587845811,103.051948900411,0.0951332273172771,23011
2,XGBOOST,Test,22.6366577148438,7.62254657080677,1.55415858937733,7.28548667169495,25.1854254632708,NA,23012
1,PROPHET,Test,32.133961313536,10.7414189464876,2.20621226928755,10.0537744685146,36.532325321311,0.00372341933046392,23012
2,XGBOOST,Test,44.9602254231771,11.623879426878,1.5573572059233,10.7931594284403,50.8541452816299,NA,23013
1,PROPHET,Test,51.0616363938873,13.0404157266481,1.76870126063164,12.0404460993707,56.9964179641471,0.124969717683609,23013
2,XGBOOST,Test,15.4117393493652,23.3164944060824,0.981911371289198,15.3844703666026,22.9347971030141,NA,23014
1,PROPHET,Test,17.2245680703734,24.3507836304942,1.09741015406811,16.8296265705334,23.3972885883153,0.0926379519354847,23014
2,XGBOOST,Test,22.8315556844076,8.16439373296723,1.06516385545918,7.91615399264856,25.9963872207699,NA,23015
1,PROPHET,Test,29.0565358440951,10.6168103643264,1.35557875134724,9.88850933417768,33.7812769880584,0.42285206476744,23015
2,XGBOOST,Test,18.0183982849121,10.1597843105669,0.780457929478302,9.76439971719845,20.9813739844404,NA,23016
1,PROPHET,Test,21.6530089914363,12.4481640618278,0.937889278348466,11.5716063612297,25.513953852755,1.1787429175366e-4,23016
2,XGBOOST,Test,13.5635528564453,10.2637737314467,0.954011362991566,9.66273585793634,16.1828484640507,NA,23017
1,PROPHET,Test,19.5301299144702,14.4861600237477,1.37367886248567,13.2470344613032,22.8309382237719,0.0863969225009224,23017
2,XGBOOST,Test,19.8631413777669,7.81184924706623,1.11973591100157,7.42018996698358,24.6325383748986,NA,23018
1,PROPHET,Test,28.6871539151277,11.051341223767,1.61716799031357,10.305403071461,32.6129977950747,0.325173238781689,23018
2,XGBOOST,Test,16.787171681722,7.27900110743623,0.780009997332538,7.29014903639791,21.0346616128001,NA,23019
1,PROPHET,Test,21.9022902312344,9.9452192900464,1.01768217236039,9.27259267483419,26.5700257023543,0.23090454440364,23019
2,XGBOOST,Test,29.1338500976562,7.86732533475056,0.821174696380017,7.54180055869697,33.0742392353129,NA,23020
1,PROPHET,Test,38.109772828815,10.3307962215034,1.07417251845925,9.66425582707805,43.5748448982644,0.34152032739876,23020
2,XGBOOST,Test,38.220085144043,7.09757058271329,1.07860362983189,7.45975215018394,48.5520839192187,NA,23021
1,PROPHET,Test,59.6399127864975,11.7382946356189,1.68308956329993,10.9315091837158,66.4697797957646,0.591295925705612,23021
2,XGBOOST,Test,30.1478093465169,8.79247236893756,1.14422378707903,8.96520153971559,34.625173171659,NA,23022
1,PROPHET,Test,49.7665384805935,15.3796606930217,1.88882901824035,13.7274834278284,60.3187862622164,0.0103860879505336,23022
2,XGBOOST,Test,28.7456258138021,7.15039442489119,0.887448850627447,7.02964512396486,34.5653511958608,NA,24001
1,PROPHET,Test,50.5609702694002,12.6570478323132,1.56094270630363,11.6572017478109,59.2548904129519,0.167614913953751,24001
1,PROPHET,Test,35.3074397781939,8.07585060179356,1.30768295474792,7.60796234871933,43.4161708892164,0.381446182157926,24002
2,XGBOOST,Test,36.5987879435221,8.49867888376607,1.35551066457489,8.07895154025723,41.1850208305913,NA,24002
2,XGBOOST,Test,23.7815475463867,6.67645928389381,0.707601026606591,6.58700243829036,28.6459895095054,NA,24003
1,PROPHET,Test,33.807925155794,9.52463472694816,1.00592791537291,9.11957807359764,39.9374879608905,0.233232509457666,24003
1,PROPHET,Test,20.5917413579467,8.45255644800882,0.994979099228516,8.13080918120758,24.8948031370181,0.253552942965808,24004
2,XGBOOST,Test,23.5279286702474,9.81301058830122,1.13685369625145,9.30936094798084,27.4992002513751,NA,24004
2,XGBOOST,Test,14.6508725484212,8.22841662591918,0.755538270434278,7.83898010356891,18.5389290987217,NA,24005
1,PROPHET,Test,25.0095172132654,13.9054056116959,1.28972846615494,12.666584371796,29.4877409678502,0.213652260750425,24005
1,PROPHET,Test,22.8308029132937,10.7312363242568,0.893041610554006,9.98066810960403,27.1657224429475,0.336942432861124,24006
2,XGBOOST,Test,24.801274617513,11.8087191062321,0.970117884698639,10.984109469805,28.715386774256,NA,24006
2,XGBOOST,Test,71.7829081217448,5.7375002426398,0.928053337155779,5.52283278765983,90.9907000025079,NA,24007
1,PROPHET,Test,96.1898567973808,7.39283936070884,1.24360129642482,7.10833559538411,111.852574358372,0.427677826111423,24007
2,XGBOOST,Test,11.7227834065755,8.22619933945149,0.763807417425601,8.58420759617401,14.3199462786133,NA,24008
1,PROPHET,Test,18.2436301226445,13.8563515436626,1.18867844991735,12.6211831156178,21.6807420585886,0.154907298149358,24008
2,XGBOOST,Test,92.1666158040365,6.34818100271959,1.05046192442658,6.27551019423887,107.674685800355,NA,25001
1,PROPHET,Test,154.375495435772,10.6996290981945,1.75948285184477,10.0145953982984,173.465496703273,0.397387227774893,25001
2,XGBOOST,Test,20.0784301757812,6.63354245598272,0.75581652052859,6.57629106758953,25.567497147672,NA,25002
1,PROPHET,Test,36.2033905720369,12.1645965592334,1.36281175639419,11.3062272601386,40.5708852995107,0.347850687556447,25002
2,XGBOOST,Test,15.2083333333333,7.42506412350031,0.90385443583118,7.44257766399161,18.6658503766911,NA,25003
1,PROPHET,Test,22.7483805963424,11.8474458000001,1.35197093983431,10.7573332047131,29.3306550283691,0.110791615389893,25003
2,XGBOOST,Test,9.61586634318034,10.0413677137455,1.00074627100972,9.30885103112866,12.1287525357905,NA,25004
1,PROPHET,Test,10.1691787136789,10.3409545570864,1.05833081635572,9.97675691946043,12.021434830266,0.0142219516930668,25004
2,XGBOOST,Test,12.2337061564128,11.2966336496415,0.801638864950124,10.6522911429326,15.0709666115577,NA,25005
1,PROPHET,Test,17.9675566122513,16.7827125248927,1.17736125949225,15.088134855782,20.8081967136432,0.0205297383016222,25005
2,XGBOOST,Test,18.0429929097493,7.2860024224999,0.873660709314179,7.35869054827187,22.5623737079077,NA,25006
1,PROPHET,Test,24.4241281605601,10.224329330034,1.18264199514291,9.57252010585659,28.5092426500318,0.50057207498011,25006
1,PROPHET,Test,13.8832690724005,10.5532137945713,1.00730343427512,9.66601940957286,18.2851092633463,0.221415711281473,25007
2,XGBOOST,Test,15.8068339029948,11.9683060454429,1.14686807498069,11.1075708378671,18.3629024086125,NA,25007
1,PROPHET,Test,10.1503453063107,9.66915007901167,0.810617854323423,9.14814498023456,12.8461571896299,0.0948776862903687,25008
2,XGBOOST,Test,11.6311937967936,10.2154231866372,0.928880060160602,10.7378223421991,13.7659192194061,NA,25008
2,XGBOOST,Test,14.875,8.86470169588633,0.68976814516129,8.84814296458684,18.9165343489279,NA,25009
1,PROPHET,Test,22.1863822896347,13.9436355752593,1.0288040174629,12.9729141625179,25.3225753900957,0.0952505422749862,25009
1,PROPHET,Test,11.6189032853387,10.4268250637894,0.683464899137568,9.99665140003684,14.6102186778458,0.19899504798211,25010
2,XGBOOST,Test,13.4856834411621,12.0366780237507,0.793275496538948,11.6189094635478,15.6417147879342,NA,25010
1,PROPHET,Test,8.78180817058636,11.9695897250455,0.782874371796459,11.3978312582639,11.1000168079275,0.105416713976535,25011
2,XGBOOST,Test,9.75259653727213,12.3051688934178,0.86941752076457,12.6119886462756,12.0404548458964,NA,25011
