"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,353.017390328311,352.398032714757,351.70693609796,35073,"SP","JUNDIAI","Região Sudeste"
"2",2025-03-01,355.273468187332,354.027930116197,352.640705612795,35073,"SP","JUNDIAI","Região Sudeste"
"3",2025-04-01,357.771268674105,355.891476151436,353.801736666386,35073,"SP","JUNDIAI","Região Sudeste"
"4",2025-05-01,360.188494951626,357.667383134201,354.869904017915,35073,"SP","JUNDIAI","Região Sudeste"
"5",2025-06-01,362.686295438399,359.515832945076,356.00435530919,35073,"SP","JUNDIAI","Região Sudeste"
"6",2025-07-01,365.103521715921,361.276965976814,357.046697796424,35073,"SP","JUNDIAI","Região Sudeste"
"7",2025-08-01,367.601322202694,363.110402508833,358.154899506292,35073,"SP","JUNDIAI","Região Sudeste"
"8",2025-09-01,370.099122689466,364.936293563245,359.249953460143,35073,"SP","JUNDIAI","Região Sudeste"
"9",2025-10-01,372.516348966988,366.675349155161,360.254020096845,35073,"SP","JUNDIAI","Região Sudeste"
"10",2025-11-01,375.014149453761,368.48635085172,361.323314391974,35073,"SP","JUNDIAI","Região Sudeste"
"11",2025-12-01,377.431375731283,370.210836410521,362.302361133595,35073,"SP","JUNDIAI","Região Sudeste"
"12",2026-01-01,379.929176218055,372.007030707064,363.346217419306,35073,"SP","JUNDIAI","Região Sudeste"
"13",2026-02-01,382.426976704828,373.795782706745,364.377331245573,35073,"SP","JUNDIAI","Região Sudeste"
"14",2026-03-01,384.683054563848,375.341260454441,365.166323898519,35073,"SP","JUNDIAI","Região Sudeste"
"15",2026-04-01,387.180855050621,377.115603363454,366.173044830799,35073,"SP","JUNDIAI","Região Sudeste"
"16",2026-05-01,389.598081328143,378.804222966681,367.091340034705,35073,"SP","JUNDIAI","Região Sudeste"
"17",2026-06-01,392.095881814915,380.563960935204,368.073409327234,35073,"SP","JUNDIAI","Região Sudeste"
"18",2026-07-01,394.513108092437,382.238290841682,368.96777198913,35073,"SP","JUNDIAI","Região Sudeste"
"19",2026-08-01,397.01090857921,383.983504466879,369.925499720092,35073,"SP","JUNDIAI","Região Sudeste"
"20",2026-09-01,399.508709065983,385.721417660705,370.871032586344,35073,"SP","JUNDIAI","Região Sudeste"
"21",2026-10-01,401.925935343505,387.374393610417,371.72992712202,35073,"SP","JUNDIAI","Região Sudeste"
"22",2026-11-01,404.423735830277,389.097902873839,372.651578507742,35073,"SP","JUNDIAI","Região Sudeste"
"23",2026-12-01,406.840962107799,390.73678725248,373.48729623935,35073,"SP","JUNDIAI","Região Sudeste"
"24",2027-01-01,409.338762594572,392.445972220994,374.385368168356,35073,"SP","JUNDIAI","Região Sudeste"
"25",2027-02-01,411.836563081344,394.147957020661,375.271625856095,35073,"SP","JUNDIAI","Região Sudeste"
"26",2027-03-01,414.092640940365,395.61182702629,375.926701015077,35073,"SP","JUNDIAI","Região Sudeste"
"27",2027-04-01,416.590441427137,397.29987661895,376.790370442929,35073,"SP","JUNDIAI","Região Sudeste"
"28",2027-05-01,419.007667704659,398.904076864251,377.569841618215,35073,"SP","JUNDIAI","Região Sudeste"
"29",2027-06-01,421.505468191432,400.577998875848,378.410669850636,35073,"SP","JUNDIAI","Região Sudeste"
"30",2027-07-01,423.922694468954,402.168379907267,379.167984814982,35073,"SP","JUNDIAI","Região Sudeste"
"31",2027-08-01,426.420494955726,403.828252648489,379.986262953274,35073,"SP","JUNDIAI","Região Sudeste"
"32",2027-09-01,428.918295442499,405.481063066049,380.793240983364,35073,"SP","JUNDIAI","Região Sudeste"
"33",2027-10-01,431.335521720021,407.050793051214,381.517723364993,35073,"SP","JUNDIAI","Região Sudeste"
"34",2027-11-01,433.833322206794,408.68967119566,382.302583212014,35073,"SP","JUNDIAI","Região Sudeste"
"35",2027-12-01,436.250548484316,410.245774453278,383.005618653465,35073,"SP","JUNDIAI","Região Sudeste"
"36",2028-01-01,438.748348971088,411.87079769898,383.768643816174,35073,"SP","JUNDIAI","Região Sudeste"
"37",2028-02-01,441.246149457861,413.488856042163,384.520726202701,35073,"SP","JUNDIAI","Região Sudeste"
"38",2028-03-01,443.582801526132,414.949222744289,385.122026235091,35073,"SP","JUNDIAI","Região Sudeste"
"39",2028-04-01,446.080602012905,416.553674026913,385.852954247136,35073,"SP","JUNDIAI","Região Sudeste"
"40",2028-05-01,448.497828290427,418.076109274117,386.503711869143,35073,"SP","JUNDIAI","Região Sudeste"
"41",2028-06-01,450.995628777199,419.66689724136,387.213499975683,35073,"SP","JUNDIAI","Região Sudeste"
"42",2028-07-01,453.412855054721,421.175970812701,387.843770164237,35073,"SP","JUNDIAI","Região Sudeste"
"43",2028-08-01,455.910655541494,422.753171547462,388.532691541282,35073,"SP","JUNDIAI","Região Sudeste"
"44",2028-09-01,458.408456028266,424.323541540945,389.211153641105,35073,"SP","JUNDIAI","Região Sudeste"
"45",2028-10-01,460.825682305788,425.812647638536,389.811067140425,35073,"SP","JUNDIAI","Região Sudeste"
"46",2028-11-01,463.323482792561,427.369544068798,390.469067813239,35073,"SP","JUNDIAI","Região Sudeste"
"47",2028-12-01,465.740709070083,428.84547548251,391.049159263962,35073,"SP","JUNDIAI","Região Sudeste"
"48",2029-01-01,468.238509556855,430.388973520857,391.686964511227,35073,"SP","JUNDIAI","Região Sudeste"
"49",2029-02-01,470.736310043628,431.925735470573,392.314645812467,35073,"SP","JUNDIAI","Região Sudeste"
"50",2029-03-01,472.992387902648,433.234375910203,392.731564185728,35073,"SP","JUNDIAI","Região Sudeste"
"51",2029-04-01,475.490188389421,434.758110739944,393.339941413197,35073,"SP","JUNDIAI","Região Sudeste"
"52",2029-05-01,477.907414666943,436.201622620842,393.871983985433,35073,"SP","JUNDIAI","Região Sudeste"
"53",2029-06-01,480.405215153716,437.71214472808,394.460815757674,35073,"SP","JUNDIAI","Região Sudeste"
"54",2029-07-01,482.822441431238,439.142738945618,394.973934374338,35073,"SP","JUNDIAI","Região Sudeste"
"55",2029-08-01,485.32024191801,440.640122245912,395.543476965922,35073,"SP","JUNDIAI","Região Sudeste"
"56",2029-09-01,487.818042404783,442.13089957462,396.103348330507,35073,"SP","JUNDIAI","Região Sudeste"
"57",2029-10-01,490.235268682305,443.542189685836,396.588429842881,35073,"SP","JUNDIAI","Região Sudeste"
"58",2029-11-01,492.733069169077,445.019938639157,397.129392240949,35073,"SP","JUNDIAI","Região Sudeste"
"59",2029-12-01,495.150295446599,446.418492734047,397.596173810265,35073,"SP","JUNDIAI","Região Sudeste"
"60",2030-01-01,497.648095933372,447.883286340034,398.118476746697,35073,"SP","JUNDIAI","Região Sudeste"
"61",2030-02-01,500.145896420145,449.341565933655,398.631423043046,35073,"SP","JUNDIAI","Região Sudeste"
"62",2030-03-01,502.401974279165,450.576562198845,398.943129899354,35073,"SP","JUNDIAI","Região Sudeste"
"63",2030-04-01,504.899774765937,452.022249115512,399.438261918957,35073,"SP","JUNDIAI","Região Sudeste"
"64",2030-05-01,507.317001043459,453.38946705215,399.860712910615,35073,"SP","JUNDIAI","Região Sudeste"
"65",2030-06-01,509.814801530232,454.822378988677,400.337795011456,35073,"SP","JUNDIAI","Região Sudeste"
"66",2030-07-01,512.232027807754,456.177110567213,400.742788072315,35073,"SP","JUNDIAI","Região Sudeste"
"67",2030-08-01,514.729828294527,457.597319329126,401.202060582504,35073,"SP","JUNDIAI","Região Sudeste"
"68",2030-09-01,517.227628781299,459.011140485454,401.652401049088,35073,"SP","JUNDIAI","Região Sudeste"
"69",2030-10-01,519.644855058821,460.347212342176,402.031531935093,35073,"SP","JUNDIAI","Região Sudeste"
"70",2030-11-01,522.142655545594,461.748437603342,402.464419354764,35073,"SP","JUNDIAI","Região Sudeste"
"71",2030-12-01,524.559881823116,463.072199545649,402.826677294115,35073,"SP","JUNDIAI","Região Sudeste"
