"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,469.031206593499,468.208306485014,467.29009143689,32005,"ES","CENTRAL NORTE","Região Sudeste"
"2",2025-03-01,469.790147534533,468.143130330619,466.308756355435,32005,"ES","CENTRAL NORTE","Região Sudeste"
"3",2025-04-01,470.630403576392,468.157629513617,465.408680608739,32005,"ES","CENTRAL NORTE","Região Sudeste"
"4",2025-05-01,471.443554584642,468.143721487885,464.482156732366,32005,"ES","CENTRAL NORTE","Região Sudeste"
"5",2025-06-01,472.283810626502,468.155289293803,463.582703950313,32005,"ES","CENTRAL NORTE","Região Sudeste"
"6",2025-07-01,473.096961634752,468.138554536434,462.657021480721,32005,"ES","CENTRAL NORTE","Região Sudeste"
"7",2025-08-01,473.937217676611,468.147211341041,461.758231858761,32005,"ES","CENTRAL NORTE","Região Sudeste"
"8",2025-09-01,474.777473718471,468.154396765532,460.859739676815,32005,"ES","CENTRAL NORTE","Região Sudeste"
"9",2025-10-01,475.590624726721,468.133435915441,459.935342309915,32005,"ES","CENTRAL NORTE","Região Sudeste"
"10",2025-11-01,476.43088076858,468.137740784449,459.037572765549,32005,"ES","CENTRAL NORTE","Região Sudeste"
"11",2025-12-01,477.244031776831,468.114003065342,458.114112041299,32005,"ES","CENTRAL NORTE","Região Sudeste"
"12",2026-01-01,478.08428781869,468.115447488184,457.217103765744,32005,"ES","CENTRAL NORTE","Região Sudeste"
"13",2026-02-01,478.924543860549,468.115445914265,456.320442306567,32005,"ES","CENTRAL NORTE","Região Sudeste"
"14",2026-03-01,479.683484801583,468.034663000009,455.346947835864,32005,"ES","CENTRAL NORTE","Região Sudeste"
"15",2026-04-01,480.523740843442,468.031923827811,454.451295829502,32005,"ES","CENTRAL NORTE","Região Sudeste"
"16",2026-05-01,481.336891851693,468.001399497413,453.530479502427,32005,"ES","CENTRAL NORTE","Região Sudeste"
"17",2026-06-01,482.177147893552,467.995849447429,452.635681617889,32005,"ES","CENTRAL NORTE","Região Sudeste"
"18",2026-07-01,482.990298901803,467.962616598486,451.715927361295,32005,"ES","CENTRAL NORTE","Região Sudeste"
"19",2026-08-01,483.830554943662,467.954275413456,450.822020125107,32005,"ES","CENTRAL NORTE","Região Sudeste"
"20",2026-09-01,484.670810985521,467.944523034722,449.928524849689,32005,"ES","CENTRAL NORTE","Região Sudeste"
"21",2026-10-01,485.483961993772,467.907240731286,449.010382115843,32005,"ES","CENTRAL NORTE","Região Sudeste"
"22",2026-11-01,486.324218035631,467.894726717613,448.117831525045,32005,"ES","CENTRAL NORTE","Região Sudeste"
"23",2026-12-01,487.137369043882,467.854784200411,447.200837198743,32005,"ES","CENTRAL NORTE","Região Sudeste"
"24",2027-01-01,487.977625085741,467.839528035464,446.309266358416,32005,"ES","CENTRAL NORTE","Região Sudeste"
"25",2027-02-01,488.8178811276,467.822885272955,445.418152351017,32005,"ES","CENTRAL NORTE","Região Sudeste"
"26",2027-03-01,489.576822068634,467.727174789833,444.453683590605,32005,"ES","CENTRAL NORTE","Região Sudeste"
