"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,78.5393465508351,78.4015518030903,78.2477965542731,43027,"RS","REGIAO 27","Região Sul"
"2",2025-03-01,78.6715393043141,78.3957281163347,78.0885419715317,43027,"RS","REGIAO 27","Região Sul"
"3",2025-04-01,78.8178955670944,78.4037726239957,77.9433978457037,43027,"RS","REGIAO 27","Região Sul"
"4",2025-05-01,78.9595306601076,78.4068594653424,77.7936037918566,43027,"RS","REGIAO 27","Região Sul"
"5",2025-06-01,79.1058869228879,78.4143740351818,77.6484819783537,43027,"RS","REGIAO 27","Região Sul"
"6",2025-07-01,79.2475220159011,78.4169491998551,77.4987486051769,43027,"RS","REGIAO 27","Região Sul"
"7",2025-08-01,79.3938782786814,78.4239374487703,77.3536567440225,43027,"RS","REGIAO 27","Região Sul"
"8",2025-09-01,79.5402345414617,78.4306597966935,77.2085741505658,43027,"RS","REGIAO 27","Região Sul"
"9",2025-10-01,79.6818696344749,78.4324700126016,77.058936994994,43027,"RS","REGIAO 27","Região Sul"
"10",2025-11-01,79.8282258972553,78.438671443978,76.9138956629794,43027,"RS","REGIAO 27","Região Sul"
"11",2025-12-01,79.9698609902684,78.4399788371557,76.7643373584489,43027,"RS","REGIAO 27","Região Sul"
"12",2026-01-01,80.1162172530488,78.4456629218789,76.6193446436749,43027,"RS","REGIAO 27","Região Sul"
"13",2026-02-01,80.2625735158291,78.4510856109492,76.4743705807462,43027,"RS","REGIAO 27","Região Sul"
"14",2026-03-01,80.3947662693081,78.442428247002,76.3159720994969,43027,"RS","REGIAO 27","Região Sul"
"15",2026-04-01,80.5411225320884,78.4473550875529,76.1710908144191,43027,"RS","REGIAO 27","Região Sul"
"16",2026-05-01,80.6827576251016,78.4474328128009,76.0217851004966,43027,"RS","REGIAO 27","Região Sul"
"17",2026-06-01,80.8291138878819,78.4518511076209,75.8769701530698,43027,"RS","REGIAO 27","Região Sul"
"18",2026-07-01,80.9707489808951,78.4514381493666,75.7277673034172,43027,"RS","REGIAO 27","Região Sul"
"19",2026-08-01,81.1171052436754,78.4553514036773,75.5830256667291,43027,"RS","REGIAO 27","Região Sul"
"20",2026-09-01,81.2634615064557,78.4590094407911,75.4383151018173,43027,"RS","REGIAO 27","Região Sul"
"21",2026-10-01,81.4050965994689,78.4578629021938,75.2892708961898,43027,"RS","REGIAO 27","Região Sul"
"22",2026-11-01,81.5514528622492,78.4610211363374,75.1446439619228,43027,"RS","REGIAO 27","Região Sul"
"23",2026-12-01,81.6930879552624,78.4593924933144,74.9957191718809,43027,"RS","REGIAO 27","Região Sul"
"24",2027-01-01,81.8394442180427,78.4620543840024,74.851182575671,43027,"RS","REGIAO 27","Região Sul"
"25",2027-02-01,81.985800480823,78.464465423963,74.706685616631,43027,"RS","REGIAO 27","Região Sul"
"26",2027-03-01,82.117993234302,78.4530950885296,74.5493719000801,43027,"RS","REGIAO 27","Região Sul"
"27",2027-04-01,82.2643494970823,78.4550307812221,74.4050070257637,43027,"RS","REGIAO 27","Região Sul"
"28",2027-05-01,82.4059845900955,78.4522235382381,74.2564323954241,43027,"RS","REGIAO 27","Região Sul"
"29",2027-06-01,82.5523408528758,78.4536714155825,74.1121739983864,43027,"RS","REGIAO 27","Região Sul"
"30",2027-07-01,82.693975945889,78.4503938292557,73.963740617896,43027,"RS","REGIAO 27","Região Sul"
"31",2027-08-01,82.8403322086693,78.4513572878821,73.8195950479543,43027,"RS","REGIAO 27","Região Sul"
"32",2027-09-01,82.9866884714496,78.4520758831688,73.6755004328242,43027,"RS","REGIAO 27","Região Sul"
"33",2027-10-01,83.1283235644628,78.4480951093481,73.5272824899601,43027,"RS","REGIAO 27","Região Sul"
"34",2027-11-01,83.2746798272431,78.4483343612254,73.3833100974508,43027,"RS","REGIAO 27","Região Sul"
"35",2027-12-01,83.4163149202563,78.4438915558852,73.2352484434153,43027,"RS","REGIAO 27","Região Sul"
"36",2028-01-01,83.5626711830366,78.44365481654,73.09140437514,43027,"RS","REGIAO 27","Região Sul"
"37",2028-02-01,83.7090274458169,78.4431774452875,72.9476190619115,43027,"RS","REGIAO 27","Região Sul"
"38",2028-03-01,83.845941369063,78.4336274572771,72.7956961373307,43027,"RS","REGIAO 27","Região Sul"
