"","ds","cenario_base","cenario_aumento","cenario_reducao","cod_regsaud","uf","regiao_saude","regiao"
"1",2025-02-01,163.345602844752,163.059018258456,162.739239129758,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"2",2025-03-01,164.027687612984,163.452629951953,162.812156491736,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"3",2025-04-01,164.782852892097,163.917055099338,162.954559604874,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"4",2025-05-01,165.513658000916,164.355157812876,163.069661445814,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"5",2025-06-01,166.26882328003,164.81536591302,163.205574581404,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"6",2025-07-01,166.999628388849,165.249348404047,163.314408935947,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"7",2025-08-01,167.754793667962,165.705363317416,163.443920462067,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"8",2025-09-01,168.509958947076,166.159269440469,163.570219970777,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"9",2025-10-01,169.240764055895,166.587094562609,163.669771231439,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"10",2025-11-01,169.995929335008,167.036843147242,163.789800224705,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"11",2025-12-01,170.726734443828,167.460606669558,163.883298991193,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"12",2026-01-01,171.481899722941,167.906221288267,163.997143468779,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"13",2026-02-01,172.237065002054,168.349756804022,164.107884406541,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"14",2026-03-01,172.919149770286,168.719913345486,164.146170474978,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"15",2026-04-01,173.674315049399,169.159433515962,164.251026157343,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"16",2026-05-01,174.405120158218,169.573206823111,164.329888508538,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"17",2026-06-01,175.160285437332,170.008651241172,164.428769670382,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"18",2026-07-01,175.891090546151,170.41844350806,164.501869419116,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"19",2026-08-01,176.646255825264,170.849835349561,164.594858850853,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"20",2026-09-01,177.401421104377,171.279188890229,164.684891053023,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"21",2026-10-01,178.132226213197,171.683031732792,164.749456667241,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"22",2026-11-01,178.88739149231,172.108367322535,164.833719954355,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"23",2026-12-01,179.618196601129,172.508286059488,164.892724312673,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"24",2027-01-01,180.373361880243,172.929626593833,164.971299241902,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"25",2027-02-01,181.128527159356,173.34895766387,165.047018573204,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"26",2027-03-01,181.810611927587,173.696466071222,165.053557571706,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"27",2027-04-01,182.565777206701,174.111917956119,165.123872233505,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"28",2027-05-01,183.29658231552,174.502185989786,165.169439340218,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"29",2027-06-01,184.051747594633,174.91369935817,165.234262305784,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"30",2027-07-01,184.782552703453,175.300121520904,165.274539560343,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"31",2027-08-01,185.537717982566,175.707718882196,165.33394836098,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"32",2027-09-01,186.292883261679,176.113346409378,165.390638597417,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"33",2027-10-01,187.023688370499,176.494021097546,165.423082981678,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"34",2027-11-01,187.778853649612,176.895766247704,165.474474062226,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"35",2027-12-01,188.509658758431,177.272650356464,165.50181707685,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"36",2028-01-01,189.264824037544,177.670535366134,165.547984427359,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"37",2028-02-01,190.019989316658,178.066478549956,165.59152839032,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
"38",2028-03-01,190.726434255183,178.414910088248,165.590168429068,23022,"CE","22ª REGIAO CASCAVEL","Região Nordeste"
